,Car_Model,Configuration,Type,Discounted_Price,Location
308,2015 Hyundai Elite i20,"72,961 KM
1ST OWNER
PETROL
KA-51",ASTA 1.2Manual,"₹5,95,000
₹6,61,000","Hosur Road, Singasandra, Bengaluru"
309,2015 Maruti Swift,"91,087 KM
1ST OWNER
PETROL
KA-01",VXIManual,"₹5,10,000
₹5,51,000","Hosur Road, Singasandra, Bengaluru"
310,2013 Maruti Swift,"32,993 KM
1ST OWNER
PETROL
KA-05",VXIManual,"₹4,83,000
₹5,15,000","Horamavu Agara Road, Bengaluru"
311,2020 Tata ALTROZ,"45,295 KM
1ST OWNER
PETROL
KA-51",XZ PETROLManual,"₹7,68,000
₹8,31,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
312,2014 Hyundai Grand i10,"60,008 KM
2ND OWNER
PETROL
KA-04",SPORTZ 1.2 KAPPA VTVTManual,"₹3,95,000
₹4,21,000","Bellahalli, Bengaluru"
313,2016 Maruti Celerio,"15,437 KM
2ND OWNER
PETROL
KA-05",ZXIManual,"₹4,61,000
₹4,87,000","Bellahalli, Bengaluru"
314,2014 Hyundai i20,"55,836 KM
1ST OWNER
PETROL
KA-01",SPORTZ 1.2Manual,"₹4,73,000
₹5,29,000","Horamavu Agara Road, Bengaluru"
315,2017 Maruti Alto 800,"26,215 KM
1ST OWNER
PETROL
KA-51",VXIManual,"₹3,21,000
₹3,53,000","Bellahalli, Bengaluru"
316,2015 Maruti Swift,"52,486 KM
2ND OWNER
PETROL
KA-35",VXIManual,"₹5,05,000
₹5,52,000","Bellahalli, Bengaluru"
317,2018 Hyundai Grand i10,"16,247 KM
1ST OWNER
PETROL
KA-03",ASTA 1.2 KAPPA VTVTManual,"₹6,33,000
₹6,73,000","Bellahalli, Bengaluru"
318,2017 Maruti Celerio,"86,678 KM
3RD OWNER
PETROL
KA-01",ZXI AMT (O)Automatic,"₹3,97,000
₹4,70,000","Hosur Road, Singasandra, Bengaluru"
319,2019 Maruti Alto,"67,329 KM
1ST OWNER
PETROL
KA-16",VXIManual,"₹3,25,000
₹3,80,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
320,2018 Renault Kwid,"34,398 KM
1ST OWNER
PETROL
KA-02",RXT 1.0 EASY-R ATAutomatic,"₹4,34,000
₹4,73,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
321,2016 Hyundai Grand i10,"49,641 KM
1ST OWNER
PETROL
KA-53",ASTA (O) AT 1.2 KAPPA VTVTAutomatic,"₹5,41,000
₹5,95,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
322,2015 Hyundai Grand i10,"96,455 KM
1ST OWNER
PETROL
KA-02",SPORTZ 1.2 KAPPA VTVTManual,"₹3,94,000
₹4,88,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
323,2014 Maruti Swift,"49,570 KM
1ST OWNER
PETROL
KA-02",VXIManual,"₹5,07,000
₹5,60,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
324,2016 Hyundai Elite i20,"53,789 KM
1ST OWNER
PETROL
KA-53",ASTA 1.2Manual,"₹6,33,000
₹7,13,000","GT World Mall, Bengaluru"
325,2016 Hyundai Elite i20,"59,734 KM
2ND OWNER
PETROL
KA-05",ASTA 1.2Manual,"₹6,06,000
₹6,82,000","Bellahalli, Bengaluru"
326,2011 Hyundai i10,"69,532 KM
1ST OWNER
PETROL
KA-05",SPORTZ 1.2 ATAutomatic,"₹3,23,000
₹3,45,000","Hosur Road, Singasandra, Bengaluru"
327,2015 Maruti Swift,"67,791 KM
2ND OWNER
DIESEL
KA-05",ZDIManual,"₹6,44,000
₹6,82,000","Bellahalli, Bengaluru"
328,2015 Honda Jazz,"55,412 KM
1ST OWNER
PETROL
KA-09",1.2L I-VTEC V ATAutomatic,"₹5,52,000
₹6,03,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
329,2022 Maruti S PRESSO,"45,872 KM
1ST OWNER
PETROL
KA-16",VXI+Manual,"₹4,89,000
₹5,24,000","Bellahalli, Bengaluru"
330,2015 Hyundai Grand i10,"46,988 KM
1ST OWNER
PETROL
KA-03",SPORTZ 1.2 KAPPA VTVTManual,"₹4,48,000
₹5,28,000","GT World Mall, Bengaluru"
331,2014 Hyundai Grand i10,"76,009 KM
1ST OWNER
DIESEL
KA-51",MAGNA 1.1 CRDIManual,"₹4,44,000
₹4,75,000","Bellahalli, Bengaluru"
332,2020 Maruti New Wagon-R,"33,793 KM
2ND OWNER
PETROL
KA-53",ZXI 1.2 AMTAutomatic,"₹6,12,000
₹6,67,000","Bellahalli, Bengaluru"
333,2017 Renault Kwid,"43,199 KM
1ST OWNER
PETROL
KA-06",RXT 1.0Manual,"₹3,92,000
₹3,99,000","Bellahalli, Bengaluru"
334,2014 Maruti Swift,"63,782 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹4,60,000
₹5,15,000","Bellahalli, Bengaluru"
335,2016 Hyundai Grand i10,"25,960 KM
1ST OWNER
PETROL
KA-05",SPORTZ 1.2 KAPPA VTVTManual,"₹5,06,000
₹5,50,000","Horamavu Agara Road, Bengaluru"
336,2010 Maruti Wagon R 1.0,"69,120 KM
2ND OWNER
PETROL
KA-04",VXIManual,"₹2,76,000
₹3,17,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
337,2016 Tata Tiago,"1,42,372 KM
1ST OWNER
PETROL
KA-03",XZ PETROLManual,"₹4,33,000
₹4,61,000","Bellahalli, Bengaluru"
338,2017 Honda Jazz,"70,235 KM
1ST OWNER
PETROL
KA-03",1.2L I-VTEC VXManual,"₹5,43,000
₹6,40,000","Horamavu Agara Road, Bengaluru"
339,2017 Maruti Baleno,"21,957 KM
1ST OWNER
PETROL
KA-17",ZETA PETROL 1.2Manual,"₹6,77,000
₹7,05,000","Bellahalli, Bengaluru"
340,2015 Renault Kwid,"90,079 KM
1ST OWNER
PETROL
KA-51",RXT 0.8Manual,"₹3,09,300",Sonnappanahalli
341,2017 Hyundai Elite i20,"93,975 KM
1ST OWNER
PETROL
KA-03",ASTA 1.2 (O)Manual,"₹6,18,000
₹7,00,000","Bellahalli, Bengaluru"
342,2019 Renault Kwid,"5,083 KM
2ND OWNER
PETROL
KA-50",RXT 1.0 AMT (O)Automatic,"₹5,06,000
₹5,41,000","Horamavu Agara Road, Bengaluru"
343,2020 Renault Kwid,"22,474 KM
1ST OWNER
PETROL
KA-50",RXT 1.0 AMT (O)Automatic,"₹5,55,000
₹5,86,000","Horamavu Agara Road, Bengaluru"
344,2019 Renault Kwid,"21,997 KM
1ST OWNER
PETROL
KA-03",RXT 1.0 (O)Manual,"₹4,41,000
₹4,72,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
345,2017 Hyundai Grand i10,"70,381 KM
1ST OWNER
PETROL
KA-50",ASTA 1.2 KAPPA VTVTManual,"₹5,65,000
₹6,15,000",Sonnappanahalli
346,2016 Hyundai Elite i20,"40,335 KM
1ST OWNER
PETROL
KA-51",MAGNA 1.2Manual,"₹5,77,000
₹6,52,000","Bellahalli, Bengaluru"
347,2015 Maruti Wagon R 1.0,"80,863 KM
2ND OWNER
PETROL
KA-05",VXIManual,"₹3,56,000
₹4,15,000","Bellahalli, Bengaluru"
348,2020 Maruti Baleno,"5,521 KM
1ST OWNER
PETROL
KA-05",DELTA PETROL 1.2Manual,"₹7,22,000
₹7,53,000",Sonnappanahalli
349,2018 Maruti Celerio,"64,453 KM
1ST OWNER
PETROL
KA-41",ZXI AMT (O)Automatic,"₹4,84,000
₹5,28,000","Hosur Road, Singasandra, Bengaluru"
350,2015 Maruti Swift,"29,289 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹5,67,000
₹6,29,000","Horamavu Agara Road, Bengaluru"
351,2019 Hyundai Grand i10,"69,199 KM
2ND OWNER
PETROL
KA-53",ASTA 1.2 KAPPA VTVTManual,"₹5,64,000
₹6,21,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
352,2016 Maruti Celerio,"41,268 KM
2ND OWNER
PETROL
KA-05",VXIManual,"₹4,19,000
₹4,37,000","Bellahalli, Bengaluru"
353,2015 Hyundai Grand i10,"32,168 KM
1ST OWNER
PETROL
KA-03",SPORTZ 1.2 KAPPA VTVTManual,"₹4,36,000
₹5,40,000","Bellahalli, Bengaluru"
354,2016 Hyundai Grand i10,"39,693 KM
2ND OWNER
PETROL
KA-01",ASTA (O) AT 1.2 KAPPA VTVTAutomatic,"₹5,24,000
₹5,83,000","Bellahalli, Bengaluru"
355,2020 Maruti New Wagon-R,"3,725 KM
1ST OWNER
PETROL
KA-05",ZXI 1.2 AMTAutomatic,"₹6,50,000
₹7,02,000","Horamavu Agara Road, Bengaluru"
356,2016 Renault Kwid,"66,707 KM
1ST OWNER
PETROL
KA-51",RXT 0.8 (O)Manual,"₹3,41,000
₹3,51,000",Sonnappanahalli
357,2017 Maruti Baleno,"80,830 KM
1ST OWNER
PETROL
KA-03",ZETA PETROL 1.2Manual,"₹6,51,000
₹7,14,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
358,2017 Honda Jazz,"45,938 KM
2ND OWNER
PETROL
KA-03",1.2 V MTManual,"₹5,79,000
₹7,85,000","Bellahalli, Bengaluru"
359,2016 Maruti Baleno,"39,674 KM
1ST OWNER
PETROL
KA-51",DELTA PETROL 1.2Manual,"₹6,38,000","GT World Mall, Bengaluru"
360,2016 Hyundai Grand i10,"51,086 KM
1ST OWNER
PETROL
KA-05",ASTA (O) AT 1.2 KAPPA VTVTAutomatic,"₹5,02,000
₹5,55,000","Horamavu Agara Road, Bengaluru"
361,2017 Maruti Celerio,"40,997 KM
2ND OWNER
PETROL
KA-03",VXIManual,"₹4,44,000
₹4,56,000","Bellahalli, Bengaluru"
362,2014 Maruti Swift,"51,489 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹5,00,000
₹5,15,000","Hosur Road, Singasandra, Bengaluru"
363,2020 Tata Tiago,"35,383 KM
1ST OWNER
PETROL
KA-53",XZ PLUS DUAL TONE PETROLManual,"₹6,60,000
₹6,96,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
364,2014 Maruti Celerio,"30,876 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹4,04,000
₹4,50,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
365,2016 Maruti Baleno,"1,16,624 KM
1ST OWNER
PETROL
KA-21",ZETA PETROL 1.2Manual,"₹6,28,000
₹6,53,000","Bellahalli, Bengaluru"
366,2019 Maruti Celerio,"20,017 KM
1ST OWNER
PETROL
KA-51",VXI AMTAutomatic,"₹5,19,000
₹5,58,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
367,2016 Hyundai Grand i10,"54,659 KM
2ND OWNER
PETROL
KA-03",ASTA (O) AT 1.2 KAPPA VTVTAutomatic,"₹4,58,000
₹5,54,000","GT World Mall, Bengaluru"
368,2019 Maruti Celerio,"45,551 KM
1ST OWNER
PETROL
KA-03",VXI AMT (O)Automatic,"₹5,29,000
₹5,93,000","Bellahalli, Bengaluru"
369,2017 Hyundai Elite i20,"1,25,227 KM
2ND OWNER
DIESEL
KA-03",ASTA 1.4 CRDI (O)Manual,"₹6,71,000
₹7,11,000","Bellahalli, Bengaluru"
370,2014 Maruti Swift,"27,518 KM
2ND OWNER
PETROL
KA-53",VXIManual,"₹5,04,000
₹5,15,000","Bellahalli, Bengaluru"
371,2021 Honda Jazz,"25,802 KM
1ST OWNER
PETROL
KA-01",1.2L I-VTEC ZXManual,"₹8,26,000
₹8,67,000","Horamavu Agara Road, Bengaluru"
372,2013 Maruti Wagon R 1.0,"44,807 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹3,55,000
₹3,84,000","Bellahalli, Bengaluru"
373,2017 Honda Jazz,"60,442 KM
2ND OWNER
PETROL
KA-05",1.2L I-VTEC VXManual,"₹5,28,000
₹6,25,000","Bellahalli, Bengaluru"
374,2015 Hyundai Grand i10,"60,197 KM
2ND OWNER
PETROL
KA-51",SPORTZ 1.2 KAPPA VTVTManual,"₹3,93,700
₹4,94,000","Bellahalli, Bengaluru"
375,2015 Hyundai i20 Active,"83,856 KM
2ND OWNER
DIESEL
KA-50",1.4 SXManual,"₹6,65,000
₹6,98,000","Bellahalli, Bengaluru"
376,2020 Hyundai GRAND I10 NIOS,"22,234 KM
2ND OWNER
PETROL
KA-36",ASTA AMT 1.2 KAPPA VTVTAutomatic,"₹7,20,000
₹7,85,000","Bellahalli, Bengaluru"
377,2012 Hyundai i20,"40,296 KM
1ST OWNER
PETROL
KA-05",SPORTZ 1.2Manual,"₹4,57,000
₹4,80,000","Bellahalli, Bengaluru"
378,2017 Hyundai Grand i10,"86,046 KM
1ST OWNER
PETROL
KA-21",ASTA 1.2 KAPPA VTVTManual,"₹5,04,000
₹5,41,000","Horamavu Agara Road, Bengaluru"
379,2015 Hyundai Grand i10,"44,212 KM
2ND OWNER
PETROL
KA-53",SPORTZ 1.2 KAPPA VTVTManual,"₹4,64,000
₹5,32,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
380,2019 Maruti Alto,"41,958 KM
1ST OWNER
PETROL
KA-51",LXI OManual,"₹3,70,000
₹4,28,000","Bellahalli, Bengaluru"
381,2021 Maruti S PRESSO,"42,954 KM
1ST OWNER
PETROL
KA-52",VXI (O)Manual,"₹4,72,000
₹5,02,000","Bellahalli, Bengaluru"
382,2012 Maruti Swift,"66,346 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹4,30,000
₹4,74,000","Horamavu Agara Road, Bengaluru"
383,2020 Tata Tiago,"26,591 KM
1ST OWNER
PETROL
KA-53",XZA PLUS DUAL TONE PETROLAutomatic,"₹7,06,000
₹7,48,000","Horamavu Agara Road, Bengaluru"
384,2020 Hyundai GRAND I10 NIOS,"23,056 KM
1ST OWNER
PETROL
KA-03",SPORTZ AMT 1.2 KAPPA VTVTAutomatic,"₹7,22,000
₹7,82,000","Bellahalli, Bengaluru"
385,2019 Honda Jazz,"63,460 KM
1ST OWNER
PETROL
KA-05",1.2L I-VTEC VX CVTAutomatic,"₹7,74,000
₹9,46,000","Hosur Road, Singasandra, Bengaluru"
386,2015 Maruti Swift,"57,604 KM
1ST OWNER
PETROL
KA-51",VXIManual,"₹5,19,000
₹5,85,000","Horamavu Agara Road, Bengaluru"
387,2018 Maruti Celerio X,"17,125 KM
2ND OWNER
PETROL
KA-01",ZXI (O)Manual,"₹5,30,000
₹6,05,000","Bellahalli, Bengaluru"
388,2012 Maruti Swift,"42,762 KM
1ST OWNER
PETROL
KA-04",VXIManual,"₹4,41,000
₹5,01,000","Horamavu Agara Road, Bengaluru"
389,2012 Honda Brio,"79,059 KM
2ND OWNER
PETROL
KA-51",S MTManual,"₹3,29,000
₹3,59,000","Bellahalli, Bengaluru"
390,2021 Renault Kiger,"32,302 KM
1ST OWNER
PETROL
KA-51",RXZ CVT 1.0 TURBOAutomatic,"₹9,67,000
₹11,62,000","Bellahalli, Bengaluru"
391,2020 Renault Kwid,"11,662 KM
2ND OWNER
PETROL
KA-01",RXT 1.0 AMT (O)Automatic,"₹5,82,000","Bellahalli, Bengaluru"
392,2016 Maruti Swift,"30,740 KM
1ST OWNER
PETROL
KA-41",VXIManual,"₹5,92,000
₹6,50,000","Hosur Road, Singasandra, Bengaluru"
393,2014 Maruti Swift,"52,802 KM
2ND OWNER
PETROL
KA-05",VXIManual,"₹4,75,000
₹5,15,000","Hosur Road, Singasandra, Bengaluru"
394,2016 Nissan Micra,"33,902 KM
2ND OWNER
PETROL
KA-05",XV CVTAutomatic,"₹4,88,000
₹5,62,000","Bellahalli, Bengaluru"
395,2017 Maruti Alto 800,"41,690 KM
2ND OWNER
PETROL
KA-53",VXI OManual,"₹3,09,000
₹3,41,000","Horamavu Agara Road, Bengaluru"
396,2014 Hyundai i20,"47,092 KM
2ND OWNER
PETROL
KA-03",SPORTZ 1.2Manual,"₹4,77,000
₹5,25,000","Hosur Road, Singasandra, Bengaluru"
397,2018 Maruti Celerio X,"42,174 KM
1ST OWNER
PETROL
KA-51",ZXI AMTAutomatic,"₹5,16,000
₹5,53,000","Bellahalli, Bengaluru"
398,2018 Hyundai NEW SANTRO,"38,985 KM
1ST OWNER
PETROL
KA-50",SPORTZ AMTAutomatic,"₹5,41,000
₹5,83,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
399,2015 Hyundai Grand i10,"56,719 KM
2ND OWNER
PETROL
KA-04",ASTA AT 1.2 KAPPA VTVTAutomatic,"₹4,56,000
₹5,72,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
400,2016 Hyundai Elite i20,"67,764 KM
1ST OWNER
DIESEL
KA-50",ASTA 1.4 CRDI (O)Manual,"₹7,38,000","Horamavu Agara Road, Bengaluru"
401,2016 Hyundai Elite i20,"31,983 KM
1ST OWNER
PETROL
KA-05",ASTA 1.2Manual,"₹7,21,000
₹7,42,000",Sonnappanahalli
402,2018 Maruti Swift,"87,660 KM
1ST OWNER
PETROL
KA-01",VXI AMTAutomatic,"₹6,12,000
₹7,05,000","GT World Mall, Bengaluru"
403,2021 Maruti Alto,"24,343 KM
2ND OWNER
PETROL
KA-51",VXI PLUSManual,"₹4,29,000
₹4,68,000","Bellahalli, Bengaluru"
404,2014 Hyundai Grand i10,"26,580 KM
2ND OWNER
PETROL
KA-03",MAGNA 1.2 KAPPA VTVTManual,"₹4,02,000
₹4,17,000","Hosur Road, Singasandra, Bengaluru"
405,2017 Maruti IGNIS,"74,643 KM
1ST OWNER
PETROL
KA-06",ZETA 1.2 AMTAutomatic,"₹5,20,000
₹5,68,000","Bellahalli, Bengaluru"
406,2014 Hyundai Grand i10,"20,042 KM
1ST OWNER
PETROL
KA-51",ASTA (O) 1.2 KAPPA VTVTManual,"₹4,98,000
₹5,58,000","Bellahalli, Bengaluru"
407,2015 Honda Brio,"22,262 KM
2ND OWNER
PETROL
KA-03",S MTManual,"₹4,07,000
₹4,31,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
408,2017 Tata Tiago,"68,039 KM
2ND OWNER
PETROL
KA-53",XT PETROLManual,"₹4,78,000
₹5,15,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
409,2020 Renault Kwid,"12,341 KM
1ST OWNER
PETROL
KA-05",RXT 1.0 AMT (O)Automatic,"₹5,41,000
₹5,82,000","Hosur Road, Singasandra, Bengaluru"
410,2013 Maruti Ritz,"1,06,747 KM
1ST OWNER
PETROL
KA-04",VXIManual,"₹3,60,000
₹3,89,000","Hosur Road, Singasandra, Bengaluru"
411,2014 Honda Brio,"64,312 KM
1ST OWNER
PETROL
KA-01",V MTManual,"₹3,68,000
₹4,13,000","Bellahalli, Bengaluru"
412,2012 Honda Brio,"60,181 KM
2ND OWNER
PETROL
KA-05",S(O) MTManual,"₹3,17,000
₹3,58,000","Bellahalli, Bengaluru"
413,2020 Maruti Celerio,"37,365 KM
1ST OWNER
PETROL
KA-51",ZXIManual,"₹5,11,000
₹5,24,000","GT World Mall, Bengaluru"
414,2015 Maruti Celerio,"52,209 KM
1ST OWNER
PETROL
KA-51",ZXIManual,"₹4,33,000
₹4,87,000","Bellahalli, Bengaluru"
415,2012 Hyundai i20,"44,326 KM
1ST OWNER
PETROL
KA-04",ASTA 1.2Manual,"₹4,80,000
₹5,04,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
416,2013 Maruti Swift,"44,437 KM
1ST OWNER
PETROL
KA-01",LXIManual,"₹4,35,000
₹4,65,000","Bellahalli, Bengaluru"
417,2019 Hyundai Grand i10,"42,976 KM
1ST OWNER
PETROL
KA-04",SPORTZ 1.2 KAPPA VTVTManual,"₹5,77,000
₹6,37,000","Bellahalli, Bengaluru"
418,2017 Hyundai Grand i10,"44,268 KM
2ND OWNER
PETROL
KA-04",ASTA 1.2 KAPPA VTVTManual,"₹5,80,000
₹6,20,000","Bellahalli, Bengaluru"
419,2016 Maruti Swift,"43,946 KM
1ST OWNER
PETROL
KA-51",ZXIManual,"₹6,69,000
₹6,76,000","GT World Mall, Bengaluru"
420,2014 Hyundai Grand i10,"73,975 KM
1ST OWNER
PETROL
KA-02",SPORTZ 1.2 KAPPA VTVTManual,"₹4,33,000
₹4,87,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
421,2015 Hyundai Grand i10,"70,864 KM
1ST OWNER
PETROL
KA-02",ASTA AT 1.2 KAPPA VTVTAutomatic,"₹4,73,000
₹5,45,000","GT World Mall, Bengaluru"
422,2020 Hyundai NEW I20,"14,949 KM
1ST OWNER
PETROL
KA-05",Asta 1.0 GDI Turbo IMTManual,"₹9,92,000","Bellahalli, Bengaluru"
423,2021 Renault Kiger,"14,608 KM
1ST OWNER
PETROL
KA-04",RXZ CVT 1.0 TURBO DUAL TONEAutomatic,"₹9,47,000
₹11,77,000","Bellahalli, Bengaluru"
424,2013 Maruti Swift,"97,871 KM
2ND OWNER
DIESEL
KA-02",VDIManual,"₹4,41,000
₹5,04,000","Bellahalli, Bengaluru"
425,2015 Maruti Swift,"35,250 KM
1ST OWNER
PETROL
KA-02",VXIManual,"₹5,48,000
₹5,91,000","GT World Mall, Bengaluru"
426,2019 Maruti Celerio,"15,356 KM
1ST OWNER
PETROL
KA-01",VXIManual,"₹5,06,000
₹5,35,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
427,2020 Renault Kwid,"20,248 KM
1ST OWNER
PETROL
KA-04",RXT 1.0 AMT (O)Automatic,"₹5,16,000
₹5,82,000","Bellahalli, Bengaluru"
428,2021 Renault Kwid,"20,023 KM
1ST OWNER
PETROL
KA-14",CLIMBER 1.0 (O)Manual,"₹5,27,000
₹5,78,000","Bellahalli, Bengaluru"
429,2017 Maruti IGNIS,"42,622 KM
3RD OWNER
PETROL
KA-03",DELTA 1.2 AMTAutomatic,"₹5,43,350
₹5,97,000","Bellahalli, Bengaluru"
430,2017 Hyundai i20 Active,"43,031 KM
1ST OWNER
PETROL
KA-04",1.2 SXManual,"₹7,14,000
₹7,88,000","Bellahalli, Bengaluru"
431,2019 Renault Kwid,"26,039 KM
1ST OWNER
PETROL
KA-50",RXT 1.0 (O)Manual,"₹4,23,000
₹4,63,000","Hosur Road, Singasandra, Bengaluru"
432,2014 Maruti Swift,"24,700 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹4,96,000
₹5,65,000","Horamavu Agara Road, Bengaluru"
433,2013 Honda Brio,"81,100 KM
2ND OWNER
PETROL
KA-51",S MTManual,"₹3,16,000
₹3,38,000","Bellahalli, Bengaluru"
434,2015 Hyundai Elite i20,"53,606 KM
1ST OWNER
PETROL
KA-51",ASTA 1.2Manual,"₹6,65,000
₹6,83,000","Hosur Road, Singasandra, Bengaluru"
435,2015 Maruti Celerio,"36,209 KM
2ND OWNER
PETROL
KA-05",VXI AMTAutomatic,"₹4,25,000
₹4,42,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
436,2016 Maruti Baleno,"69,310 KM
1ST OWNER
PETROL
KA-05",ZETA PETROL 1.2Manual,"₹6,53,000
₹7,14,000","Bellahalli, Bengaluru"
437,2021 Renault Kwid,"19,062 KM
1ST OWNER
PETROL
KA-51",CLIMBER 1.0 (O) DUAL TONEManual,"₹5,14,600
₹5,57,000","Bellahalli, Bengaluru"
438,2019 Renault Kwid,"52,231 KM
1ST OWNER
PETROL
KA-13",CLIMBER 1.0Manual,"₹4,17,000
₹4,50,000","Bellahalli, Bengaluru"
439,2021 Hyundai NEW I20,"14,951 KM
1ST OWNER
PETROL
KA-05",ASTA (O) 1.0 TURBO GDI DCTAutomatic,"₹10,87,000
₹11,54,000","Bellahalli, Bengaluru"
440,2013 Hyundai i10,"91,279 KM
2ND OWNER
PETROL
KA-03",SPORTZ 1.2 ATAutomatic,"₹3,49,000
₹3,74,000","Horamavu Agara Road, Bengaluru"
441,2016 Maruti Celerio,"76,039 KM
2ND OWNER
PETROL
KA-01",VXI AMTAutomatic,"₹4,16,000
₹4,52,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
442,2020 Tata Tiago,"24,357 KM
1ST OWNER
PETROL
KA-05",XZ PETROLManual,"₹6,51,000
₹6,83,000","Horamavu Agara Road, Bengaluru"
443,2016 Maruti Baleno,"76,794 KM
1ST OWNER
PETROL
KA-01",DELTA PETROL 1.2Manual,"₹6,30,000
₹6,41,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
444,2011 Maruti Wagon R 1.0,"1,21,403 KM
1ST OWNER
PETROL
KA-51",VXIManual,"₹2,68,000
₹2,83,000","Bellahalli, Bengaluru"
445,2018 Hyundai Grand i10,"17,190 KM
1ST OWNER
PETROL
KA-03",MAGNA 1.2 KAPPA VTVTManual,"₹5,56,000
₹6,01,000","Bellahalli, Bengaluru"
446,2017 Maruti IGNIS,"16,202 KM
1ST OWNER
PETROL
KA-03",DELTA 1.2 AMTAutomatic,"₹6,11,000
₹6,44,000","Horamavu Agara Road, Bengaluru"
447,2012 Honda Brio,"69,210 KM
1ST OWNER
PETROL
KA-01",S MTManual,"₹3,38,000
₹3,67,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
448,2015 Maruti Swift,"85,038 KM
1ST OWNER
PETROL
KA-04",VXIManual,"₹5,22,000
₹5,68,000","Bellahalli, Bengaluru"
449,2016 Maruti Baleno,"61,263 KM
1ST OWNER
DIESEL
KA-05",ALPHA DIESEL 1.3Manual,"₹7,49,000
₹7,99,000","Horamavu Agara Road, Bengaluru"
450,2014 Hyundai Grand i10,"1,24,340 KM
2ND OWNER
PETROL
KA-51",ASTA 1.2 KAPPA VTVTManual,"₹3,63,000
₹4,36,000","Bellahalli, Bengaluru"
451,2021 Maruti Swift,"12,983 KM
1ST OWNER
PETROL
KA-05",VXIManual,"₹7,53,000
₹7,85,000","Bellahalli, Bengaluru"
452,2017 Maruti IGNIS,"47,488 KM
2ND OWNER
PETROL
KA-04",ZETA 1.2 AMTAutomatic,"₹5,57,000
₹6,24,000","Bellahalli, Bengaluru"
453,2015 Maruti Celerio,"57,521 KM
1ST OWNER
PETROL
KA-42",ZXIManual,"₹4,41,000
₹4,74,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
454,2016 Honda Jazz,"56,814 KM
1ST OWNER
PETROL
KA-03",1.2L I-VTEC SVManual,"₹5,38,000
₹5,68,000","Horamavu Agara Road, Bengaluru"
455,2016 Honda Jazz,"65,072 KM
1ST OWNER
PETROL
KA-01",1.2 VX I-VTECHManual,"₹6,24,000
₹7,57,000","Bellahalli, Bengaluru"
456,2019 Hyundai GRAND I10 NIOS,"27,937 KM
1ST OWNER
PETROL
KA-41",SPORTZ 1.2 KAPPA VTVTManual,"₹6,52,000
₹7,02,000",Sonnappanahalli
457,2022 Maruti Baleno,"20,973 KM
1ST OWNER
PETROL
KA-03",ALPHA 1.2 AGSAutomatic,"₹9,48,000
₹9,95,000",Sonnappanahalli
458,2017 Hyundai Grand i10,"65,730 KM
2ND OWNER
PETROL
KA-06",SPORTZ (O) 1.2 KAPPA VTVTManual,"₹5,24,000
₹5,67,000","Horamavu Agara Road, Bengaluru"
459,2021 Maruti Alto,"21,104 KM
1ST OWNER
PETROL
KA-04",VXIManual,"₹4,08,000
₹4,57,000","Hosur Road, Singasandra, Bengaluru"
460,2015 Hyundai Elite i20,"54,154 KM
1ST OWNER
PETROL
KA-01",ASTA 1.2Manual,"₹6,03,000
₹6,93,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
461,2021 Renault Kwid,"23,628 KM
1ST OWNER
PETROL
KA-09",RXL 1.0 AMTAutomatic,"₹5,15,000
₹5,38,000","Horamavu Agara Road, Bengaluru"
